danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,emotion,ambient,anime,bluegrass,blues,classical,comedy,country,dancehall,disco,edm,emo,folk,forro,funk,grunge,hardcore,house,industrial,j-pop,j-rock,jazz,metal,metalcore,opera,pop,punk,reggaeton,rock,rockabilly,ska,sleep,soul
0.569,0.914,-3.935,0.106,0.00573,0.0,0.0828,0.834,140.251,168866.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.562,0.63,-12.332,0.0255,0.0483,0.000102,0.0926,0.402,99.369,339840.0,39.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.312,0.824,-10.297,0.0978,0.0447,0.000204,0.163,0.298,118.607,268546.0,41.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.574,0.926,-10.79,0.0562,0.00031,0.478,0.386,0.609,113.097,145066.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.7,0.495,-7.213,0.0849,0.662,0.0,0.242,0.506,81.087,121813.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.44,0.771,-10.376,0.0625,0.000199,0.00461,0.0783,0.652,145.098,222133.0,38.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.635,0.925,-3.59,0.0343,0.212,0.000185,0.0857,0.966,128.611,229040.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.785,0.688,-5.667,0.0274,0.0642,0.000206,0.268,0.84,116.048,158866.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.575,0.857,-3.961,0.155,0.0125,0.00229,0.145,0.623,117.413,294506.0,64.0,1.0,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.301,0.813,-8.786,0.0569,0.000659,0.000587,0.197,0.235,109.25,436960.0,49.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.446,0.97,-5.004,0.0508,0.00754,0.000275,0.199,0.595,94.233,363586.0,65.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.397,0.852,-6.348,0.0344,0.00024,0.000282,0.228,0.506,96.064,292720.0,60.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.303,0.922,-4.376,0.138,0.000676,0.26,0.561,0.695,138.393,242533.0,59.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.251,0.978,-5.495,0.166,0.000254,0.315,0.0798,0.17,100.822,395704.0,59.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.322,0.932,-4.252,0.163,8.57e-05,0.817,0.0969,0.376,138.042,244160.0,65.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.3,0.936,-5.399,0.0456,0.0337,0.021,0.158,0.756,133.065,271906.0,64.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.663,0.91,-5.131,0.0495,0.00052,0.675,0.112,0.708,140.044,241906.0,68.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.531,0.793,-6.889,0.0496,0.000192,0.0241,0.229,0.417,110.003,235613.0,64.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.42,0.995,-2.99,0.0829,0.000229,8.13e-05,0.102,0.427,105.605,199213.0,59.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.564,0.947,-4.998,0.0448,7.81e-06,0.828,0.373,0.351,100.002,270960.0,61.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.47,0.984,-3.783,0.0939,0.000133,0.000224,0.212,0.0368,130.055,175760.0,66.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.366,0.894,-4.682,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247266.0,67.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.174,0.979,-7.269,0.0872,8.33e-06,0.886,0.394,0.126,93.352,298000.0,51.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.443,0.938,-3.01,0.106,4.42e-05,5.71e-06,0.32,0.439,169.995,193886.0,52.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.488,0.907,-4.65,0.0922,0.000151,0.0211,0.307,0.296,115.023,231666.0,36.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.511,0.978,-3.867,0.0654,0.000185,0.000893,0.308,0.233,115.046,389947.0,49.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.525,0.925,-3.433,0.345,0.0352,8.97e-06,0.0846,0.417,176.069,205731.0,42.0,3.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.479,0.965,-3.987,0.115,0.00329,1.37e-06,0.107,0.0959,148.0,258465.0,50.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.536,0.89,-3.4,0.053,4.89e-05,5.35e-05,0.0472,0.454,113.05,249305.0,57.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.507,0.929,-3.246,0.0756,4.37e-05,1.52e-05,0.397,0.429,101.05,220066.0,63.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.507,0.943,-3.215,0.0576,0.00032,2.63e-05,0.417,0.443,93.024,188139.0,56.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.456,0.933,-3.386,0.057,4.72e-06,0.00043,0.37,0.568,96.624,209840.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.383,0.972,-2.331,0.226,0.000113,1.82e-06,0.118,0.397,172.124,228354.0,60.0,2.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.478,0.937,-4.775,0.0938,0.000151,0.0,0.198,0.526,74.966,185542.0,49.0,2.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.344,0.908,-4.538,0.145,4.56e-05,5.56e-05,0.195,0.334,163.961,189499.0,46.0,3.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.434,0.824,-6.864,0.0587,0.000206,0.000321,0.337,0.287,163.989,198665.0,54.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.199,0.964,-3.434,0.16,0.00183,6.78e-06,0.188,0.464,195.779,199386.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.384,0.971,-3.7,0.0771,0.00166,8.8e-05,0.271,0.492,143.715,219600.0,38.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.286,0.941,-6.361,0.0713,5.21e-05,0.0862,0.115,0.345,169.949,221466.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.445,0.963,-3.126,0.189,0.0011,6.02e-05,0.365,0.427,176.979,179653.0,40.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.552,0.99,-4.347,0.0796,3.65e-05,0.000791,0.315,0.492,124.075,206893.0,1.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.545,0.987,-3.3,0.0489,7.06e-05,0.261,0.191,0.395,99.93,228026.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.425,0.987,-2.234,0.0831,2.61e-05,0.0,0.267,0.368,139.94,191066.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.509,0.955,-3.897,0.0675,0.000109,0.0,0.346,0.322,102.041,176000.0,48.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.532,0.984,-2.782,0.0967,3.96e-05,1.48e-05,0.153,0.269,101.49,234338.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.511,0.961,-3.666,0.063,0.000511,0.305,0.32,0.111,105.025,209125.0,23.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.482,0.946,-3.23,0.0852,0.00251,0.0,0.0466,0.284,135.071,245861.0,1.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.466,0.954,-5.077,0.333,0.00103,2.94e-06,0.111,0.325,198.049,198144.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.437,0.893,-3.942,0.0457,0.000325,0.0289,0.0403,0.701,175.121,186000.0,34.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.557,0.902,-4.521,0.045,0.000282,0.00246,0.101,0.571,160.073,195390.0,1.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.578,0.962,-3.874,0.0864,0.000183,0.000436,0.112,0.341,118.043,196464.0,0.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.503,0.985,-4.585,0.0997,0.000143,0.772,0.127,0.0508,122.998,348099.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.446,0.951,-8.473,0.0423,4.15e-05,0.548,0.0633,0.432,160.757,330706.0,52.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.642,0.972,-3.047,0.0967,0.00152,2.39e-05,0.384,0.421,118.035,224266.0,47.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.693,0.871,-3.389,0.0844,0.00358,2.01e-05,0.11,0.533,111.989,204853.0,59.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.673,0.911,-6.725,0.0707,0.000367,0.628,0.101,0.54,101.467,268760.0,62.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.544,0.935,-4.159,0.173,0.0171,0.00301,0.297,0.339,103.026,189800.0,64.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.512,0.996,-2.1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880.0,66.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.276,0.989,-5.37,0.077,0.00102,0.006,0.264,0.0862,161.183,201133.0,53.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.48,0.959,-6.227,0.0376,0.000288,0.674,0.0507,0.348,172.186,227733.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.618,0.861,-10.543,0.0506,0.00105,0.626,0.922,0.762,128.432,243000.0,16.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.624,0.904,-4.774,0.0479,0.00112,0.0231,0.604,0.649,130.153,216733.0,57.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.449,0.913,-5.365,0.0409,3.68e-05,0.169,0.611,0.321,143.993,483372.0,24.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.278,0.937,-6.952,0.168,0.000535,0.118,0.227,0.29,154.244,296626.0,59.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.666,0.798,-11.26,0.0477,0.00848,0.00186,0.585,0.442,115.382,299680.0,62.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.311,0.814,-9.272,0.0545,6.74e-05,0.00534,0.198,0.731,160.303,236400.0,59.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.573,0.929,-5.996,0.082,0.00218,0.0723,0.718,0.284,97.57,289560.0,71.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.352,0.956,-3.634,0.149,7.51e-05,0.0203,0.125,0.228,122.897,456320.0,50.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.511,0.992,-3.359,0.164,0.000333,1.55e-05,0.299,0.349,129.927,270693.0,51.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.218,0.994,-2.222,0.291,0.00301,3.4e-06,0.228,0.112,87.469,259733.0,35.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.564,0.873,-6.102,0.0997,0.000883,0.00505,0.111,0.616,178.1,260093.0,42.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.457,0.98,-2.497,0.253,0.000449,0.00152,0.076,0.66,173.997,233533.0,59.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.327,0.994,-4.023,0.252,7.55e-05,0.00848,0.434,0.16,111.737,216600.0,47.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.347,0.802,-5.584,0.0493,0.00012,0.229,0.265,0.145,134.787,215840.0,44.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.343,0.982,-5.302,0.191,8.78e-05,0.213,0.211,0.372,100.74,259693.0,37.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.598,0.954,-4.86,0.0801,0.00951,2.86e-05,0.127,0.235,100.98,311986.0,59.0,1.0,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.279,0.993,-2.67,0.209,0.000278,0.000394,0.197,0.107,88.553,220293.0,41.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.269,0.993,-2.844,0.191,0.000263,0.00048,0.143,0.076,98.229,295120.0,0.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.297,0.962,-4.333,0.0775,4.6e-05,0.855,0.329,0.336,90.503,292293.0,46.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.6,0.938,-3.615,0.0701,0.00152,1.48e-05,0.369,0.597,101.183,230240.0,66.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.564,0.932,-3.6,0.109,0.000705,0.000376,0.0713,0.388,102.953,189960.0,63.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.58,0.924,-8.835,0.052,7.58e-06,0.388,0.346,0.431,120.536,275200.0,37.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.314,0.971,-5.699,0.114,0.00035,0.0588,0.105,0.528,104.796,245600.0,47.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.311,0.993,-2.484,0.2,0.000232,9.78e-06,0.2,0.105,114.273,288320.0,30.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.475,0.953,-6.951,0.15,0.000291,0.00338,0.104,0.232,118.033,199226.0,59.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.372,0.888,-5.88,0.0943,0.000211,0.00442,0.115,0.555,141.374,305293.0,66.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.411,0.954,-5.08,0.113,2.61e-05,0.33,0.104,0.54,183.958,217533.0,55.0,1.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.595,0.9,-7.3,0.0537,1.92e-05,0.034,0.154,0.892,114.087,206026.0,39.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.527,0.512,-16.942,0.115,0.117,0.00117,0.0938,0.376,93.253,305560.0,38.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.612,0.665,-9.83,0.39,0.0482,1.4e-06,0.0425,0.69,133.021,188840.0,45.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.736,0.734,-7.978,0.0339,0.251,0.00306,0.306,0.915,125.011,269773.0,46.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.512,0.965,-9.107,0.0777,3.36e-06,0.00144,0.226,0.178,135.838,298560.0,20.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.246,0.949,-7.239,0.224,0.000554,0.026,0.984,0.202,110.61,421266.0,25.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.224,0.668,-8.28,0.0386,4.87e-05,0.0885,0.0872,0.525,171.017,324533.0,36.0,2.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.542,0.839,-4.404,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,273013.0,5.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.738,0.468,-14.148,0.0289,0.117,0.0136,0.0486,0.9,107.111,219013.0,46.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.35,0.773,-5.332,0.035,0.0247,0.0,0.101,0.451,155.659,240946.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.447,0.924,-6.445,0.0715,0.000919,0.000533,0.159,0.445,138.161,202106.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.435,0.965,-4.625,0.0779,0.000152,0.135,0.267,0.526,176.088,228933.0,40.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.458,0.957,-3.82,0.0569,7.9e-05,0.879,0.363,0.325,97.919,344040.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.379,0.836,-6.215,0.0967,0.0139,2.9e-05,0.107,0.335,150.284,292893.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.337,0.951,-5.032,0.0653,0.013,2.53e-05,0.113,0.53,165.971,156400.0,12.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.5,0.87,-3.282,0.0368,0.0384,0.0,0.13,0.687,90.001,252893.0,54.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.543,0.922,-6.13,0.0683,0.0621,3.54e-05,0.403,0.629,129.798,170826.0,32.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.55,0.847,-5.291,0.0554,0.0778,2.93e-06,0.35,0.582,157.007,212626.0,42.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.713,0.887,-4.564,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,170813.0,61.0,1.0,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.599,0.932,-3.371,0.0423,0.042,0.0,0.123,0.961,93.991,158760.0,46.0,1.0,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.451,0.799,-5.259,0.0533,0.00981,0.0,0.244,0.742,175.953,169213.0,41.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.583,0.905,-5.591,0.0416,0.00353,0.000242,0.416,0.73,144.009,205706.0,26.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.534,0.976,-4.201,0.0425,0.0144,0.000621,0.085,0.961,90.471,242853.0,44.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.546,0.739,-6.996,0.0637,0.11,0.0,0.128,0.921,185.003,222253.0,23.0,1.0,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.628,0.9,-3.719,0.0408,0.0775,0.0,0.0454,0.611,108.745,217986.0,47.0,1.0,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.648,0.891,-3.568,0.0391,0.0263,1.9e-06,0.0654,0.861,121.06,204800.0,24.0,1.0,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
